Method,Developer,Maintainability,Readability,Complexity,WCC
method1,Dev1,7.010721381546964,7.020944672185007,4.985693079789684,147.63338251333678
method1,Dev2,6.964416139492047,3.975863703780252,6.044834523877164,149.31962541765967
method1,Dev3,7.028583848102119,6.976393513718159,4.006281549490523,148.92845743802047
method1,Dev4,7.942857229964841,4.983283986102187,5.999619011446578,146.9831523037702
method1,Dev5,6.054937092046059,4.026527225691329,6.043597506531641,146.81395035767375
method2,Dev1,3.0045788563000824,2.00112834147951,7.930168034428615,186.07012908684382
method2,Dev2,5.001851927401119,4.0377637615086,6.993903679050803,185.16583060255115
method2,Dev3,5.990578461454561,6.025356995718396,9.066529016161853,186.2743384132986
method2,Dev4,3.023664525767743,3.960795199940594,6.028269079688689,187.27638319251852
method2,Dev5,3.01265410879286,2.019843212332219,7.934024157050678,185.31008386547836
method3,Dev1,7.0282090817652145,8.00016049507567,3.022416686468785,155.59349068939633
method3,Dev2,4.979589186187967,4.989972129689161,4.980003808212546,153.56786242245613
method3,Dev3,4.966198861155272,5.9893706146713885,6.031864894003014,154.4284390232833
method3,Dev4,6.9817675143886495,3.979849266548112,1.983006727963791,156.37731494337686
method3,Dev5,7.036250092004751,5.013092214661744,5.035254881351639,155.15772749905665
method4,Dev1,4.002930540481655,4.955365425343835,3.0266638354721485,149.40938183598254
method4,Dev2,7.968101110801453,7.044451415763609,5.9768748069392155,150.81697322253763
method4,Dev3,8.022163844235905,7.920310929280544,4.975345615324954,150.34724416588776
method4,Dev4,5.048822098527233,6.030593472131143,1.9921850432323391,150.51804135806012
method4,Dev5,8.079316375899339,4.037508378229692,2.007636110121693,148.78451101046272
method5,Dev1,8.992076248178565,9.974872734602263,0.993610621970735,100.85229559271819
method5,Dev2,7.938452834010876,9.995028611055341,1.007832636881598,99.03285575642478
method5,Dev3,9.930885706478541,10.057535433564862,1.009836017706457,99.19275243233041
method5,Dev4,10.09558821359868,9.991256590871634,2.0147609819038603,99.48749934421619
method5,Dev5,10.06737641549853,9.972463570843416,2.004774079966689,99.75192570975311
method6,Dev1,10.08207144037381,8.98017605245524,1.0064774634313247,103.98933707971428
method6,Dev2,6.960887939596775,9.917546045425652,2.018871843802583,105.3279573372753
method6,Dev3,9.94016932079768,10.048859684396213,1.9952909123221085,104.03589129132232
method6,Dev4,9.912595790127234,10.011718347430419,1.0051039385142895,104.51417877153364
method6,Dev5,7.066992756601163,9.064854200675791,1.0093678915568318,104.99445006337683
method7,Dev1,0.9918264455249997,3.00046197827732,8.924651294276174,189.04682584486667
method7,Dev2,1.0022002939583055,4.013767659670783,6.9560888319753005,190.600538970584
method7,Dev3,1.0006543069457328,1.985740118267822,9.013931616746696,188.58038859074733
method7,Dev4,3.9760330093914735,1.9978365172007484,4.971306736239715,189.6991963328819
method7,Dev5,3.022598152147667,5.0440927446835815,5.991754331329619,188.87970026063675
method8,Dev1,0.9983071845954309,1.0033112243148103,10.087734164979846,227.66417006431058
method8,Dev2,1.0005831326665684,2.989215115401553,8.018069298768827,226.71133362844267
method8,Dev3,0.9941141244968477,2.0003122034326157,10.052040378303355,229.6755578419116
method8,Dev4,1.0072401715521822,1.998124254325284,9.020102057811904,228.71199089238547
method8,Dev5,1.003489491039866,2.002825291268367,8.985553764650685,226.76607409758498
method9,Dev1,4.986724896420887,6.055505717106625,2.9924880546302433,162.09643240514643
method9,Dev2,7.037584956198725,6.017753446497513,4.021353178431768,162.57374044860322
method9,Dev3,3.9708213811383986,4.970883515207962,6.970943025502628,163.18618664117687
method9,Dev4,4.0205433130904735,4.022118812613682,4.025287843562387,161.89647160068978
method9,Dev5,2.976200746693638,5.99200434144462,5.947295193060252,162.45498666938053
method10,Dev1,6.938756994388491,9.902518114925048,0.9925686892034782,102.77515965451101
method10,Dev2,10.052631762235709,8.996910569162974,1.0030341718453515,102.06269017936326
method10,Dev3,8.064051562196795,10.068413918567503,0.9932332710329527,101.39867450315668
method10,Dev4,10.05774007773809,8.985924616195957,0.9904850801397319,102.77269175446784
method10,Dev5,8.016483594479345,8.941624253894696,3.0176876304093976,102.71564071515724
