Method,Developer,Maintainability,Readability,Complexity,WCC
method1,Dev1,3.5778522146414065,7.764447008557032,7.811678883983168,148
method1,Dev2,6.064665762854045,6.346114508934809,6.922709048127784,148
method1,Dev3,6.259492778450518,5.762435069155525,8.02304302310841,148
method1,Dev4,5.110585896713395,8.339631647449178,9.248520868738677,148
method1,Dev5,6.713064790602419,9.178278114759344,6.788464345154772,148
method2,Dev1,9.010127142036346,9.862560238232398,7.672208260271147,186
method2,Dev2,10.0,6.321564953554723,10.0,186
method2,Dev3,8.436444532079598,7.381575248297571,9.074408620814072,186
method2,Dev4,8.64387597680691,8.662526862807129,7.342735859691067,186
method2,Dev5,7.813885210584582,9.951090254244718,8.75958406102035,186
method3,Dev1,2.4821417291942574,6.320721291751281,6.630284997504414,155
method3,Dev2,7.212785078818818,6.907751814114227,6.627048112443501,155
method3,Dev3,7.429645292294427,5.0663998194298046,7.617816947634308,155
method3,Dev4,10.0,4.886656519280519,4.600477424920944,155
method3,Dev5,6.7981673554890545,8.904121412230257,4.864184801923615,155
method4,Dev1,7.91665905350845,9.875270754816064,6.375588156737058,150
method4,Dev2,7.076011273411311,7.018770454513751,5.744827129206225,150
method4,Dev3,4.241095603625588,9.169856493458468,7.602736963307803,150
method4,Dev4,10.0,7.886062747769687,5.891556991944723,150
method4,Dev5,9.042623279391353,5.87255118846417,5.185565515805011,150
method5,Dev1,7.977579867607617,6.722791211016828,8.051908276490176,100
method5,Dev2,3.7265313630131525,9.076073132931938,5.68391317931885,100
method5,Dev3,9.506985777340248,5.928347921780097,6.094539486563093,100
method5,Dev4,2.495372343019298,9.129287311628012,4.00535253930116,100
method5,Dev5,7.467142734500676,1.0,5.237864185664744,100
method6,Dev1,10.0,7.76008407851789,6.271570695361254,105
method6,Dev2,3.639938256940721,6.2903732062437845,4.504888061376218,105
method6,Dev3,4.700534745760512,5.518264368835707,6.642256295451383,105
method6,Dev4,6.365407482486545,6.299800622838447,5.275384903881115,105
method6,Dev5,4.857589934476944,2.1411412405656565,5.707907820056855,105
method7,Dev1,4.193108864195134,7.630423666185441,7.22737818473931,189
method7,Dev2,8.241174878875533,8.783992584883958,10.0,189
method7,Dev3,5.414008157545203,10.0,8.050871327227357,189
method7,Dev4,9.253748518448418,7.0332270053131705,6.588972141322205,189
method7,Dev5,5.771206856275958,6.45278023607409,9.22133031880493,189
method8,Dev1,10.0,7.996485912830927,7.290818890040569,229
method8,Dev2,7.041866769159407,10.0,9.292409033006658,229
method8,Dev3,8.19484620948581,9.657502219319369,6.256461826568314,229
method8,Dev4,10.0,7.940479592465922,7.140539531542197,229
method8,Dev5,5.9228392089151125,10.0,9.275605730216773,229
method9,Dev1,8.010510301626603,7.63601556381236,8.475713677109853,162
method9,Dev2,10.0,9.379150446182058,7.681776058782238,162
method9,Dev3,3.42315237871321,6.037754277361574,7.2799528697727425,162
method9,Dev4,7.90344511144704,6.786536171920742,7.020315291291275,162
method9,Dev5,8.091567450737339,6.657644158851964,5.37192967860188,162
method10,Dev1,8.001068807350252,3.1194817316427397,5.038729736154385,102
method10,Dev2,2.954134850711772,6.638752182036129,5.401617348563274,102
method10,Dev3,2.745370095196286,6.568622172266755,7.526482744613459,102
method10,Dev4,7.351365541949221,6.056738541191899,6.527577233302822,102
method10,Dev5,6.788973310989942,5.577337361156683,3.5782554103991493,102
